path,split,index
/content/mushroom_dataset/edible/Craterellus_tubaeformis/Craterellus_tubaeformis0.png,train,1098
/content/mushroom_dataset/poisonous/Amanita_boudieri/Amanita_boudieri15.png,train,3405
/content/mushroom_dataset/poisonous/Amanita_flavorubescens/Amanita_flavorubescens25.png,train,3725
/content/mushroom_dataset/poisonous/Inocybe_lacera/Inocybe_lacera22.png,train,6807
/content/mushroom_dataset/poisonous/Cortinarius_orellanus/Cortinarius_orellanus18.png,train,5650
/content/mushroom_dataset/poisonous/Hypholoma_marginatum/Hypholoma_marginatum21.png,train,6588
/content/mushroom_dataset/edible/Lentinula_edodes/Lentinula_edodes49.png,train,1869
/content/mushroom_dataset/poisonous/Paralepistopsis_amoenolens/Paralepistopsis_amoenolens31.png,train,7614
/content/mushroom_dataset/edible/Cantharellus_cibarius/Cantharellus_cibarius3.png,train,714
/content/mushroom_dataset/poisonous/Cortinarius_rubicundulus/Cortinarius_rubicundulus25.png,train,5815
/content/mushroom_dataset/poisonous/Amanita_albocreata/Amanita_albocreata19.png,train,3273
/content/mushroom_dataset/edible/Cyclocybe_aegerita/Cyclocybe_aegerita5.png,train,1179
/content/mushroom_dataset/edible/Polyporus_squamosus/Polyporus_squamosus28.png,train,2215
/content/mushroom_dataset/poisonous/Agrocybe_arenicola/Agrocybe_arenicola2.png,train,3215
/content/mushroom_dataset/poisonous/Panaeolus_cinctulus/Panaeolus_cinctulus41.png,train,7581
/content/mushroom_dataset/poisonous/Calocera_viscosa/Calocera_viscosa14.png,train,4763
/content/mushroom_dataset/edible/Phallus_indusiatus/Phallus_indusiatus34.png,train,2102
/content/mushroom_dataset/edible/Cantharellus_cibarius/Cantharellus_cibarius0.png,train,691
/content/mushroom_dataset/poisonous/Hypholoma_fasciculare/Hypholoma_fasciculare15.png,train,6511
/content/mushroom_dataset/poisonous/Amanita_smithiana/Amanita_smithiana10.png,train,4381
/content/mushroom_dataset/poisonous/Helvella_dryophila/Helvella_dryophila26.png,train,6399
/content/mushroom_dataset/poisonous/Amanita_arocheae/Amanita_arocheae41.png,train,3335
/content/mushroom_dataset/poisonous/Lepiota_brunneolilacea/Lepiota_brunneolilacea20.png,train,7107
/content/mushroom_dataset/poisonous/Marasmius_collinus/Marasmius_collinus31.png,train,7280
/content/mushroom_dataset/poisonous/Coprinopsis_romagnesiana/Coprinopsis_romagnesiana11.png,train,5191
/content/mushroom_dataset/edible/Agaricus_arvensis/Agaricus_arvensis14.png,train,6
/content/mushroom_dataset/edible/Chroogomphus/Chroogomphus18.png,train,751
/content/mushroom_dataset/edible/Agaricus_bisporus/Agaricus_bisporus4.png,train,60
/content/mushroom_dataset/poisonous/Amanita_viscidolutea/Amanita_viscidolutea8.png,train,4605
/content/mushroom_dataset/edible/Agaricus_bisporus/Agaricus_bisporus47.png,train,67
/content/mushroom_dataset/poisonous/Tricholoma_sulphureum/Tricholoma_sulphureum0.png,train,8357
/content/mushroom_dataset/edible/Kalaharituber_pfeilii/Kalaharituber_pfeilii21.png,train,1552
/content/mushroom_dataset/poisonous/Ramaria_pallida/Ramaria_pallida11.png,train,7853
/content/mushroom_dataset/poisonous/Helvella_vespertina/Helvella_vespertina28.png,train,6492
/content/mushroom_dataset/edible/Phallus_indusiatus/Phallus_indusiatus44.png,train,2112
/content/mushroom_dataset/poisonous/Coprinellus_micaceus/Coprinellus_micaceus21.png,train,5097
/content/mushroom_dataset/poisonous/Amanita_bisporigera/Amanita_bisporigera2.png,train,3362
/content/mushroom_dataset/edible/Tuber_brumale/Tuber_brumale3.png,train,2727
/content/mushroom_dataset/poisonous/Chlorophyllum_molybdites/Chlorophyllum_molybdites12.png,train,4825
/content/mushroom_dataset/edible/Tuber_brumale/Tuber_brumale12.png,train,2709
/content/mushroom_dataset/poisonous/Echinoderma_asperum/Echinoderma_asperum23.png,train,5996
/content/mushroom_dataset/poisonous/Paralepistopsis_amoenolens/Paralepistopsis_amoenolens35.png,train,7618
/content/mushroom_dataset/edible/Lactarius_salmonicolor/Lactarius_salmonicolor33.png,train,1669
/content/mushroom_dataset/edible/Hericium_erinaceus/Hericium_erinaceus9.png,train,1431
/content/mushroom_dataset/poisonous/Hebeloma_sinapizans/Hebeloma_sinapizans32.png,train,6336
/content/mushroom_dataset/poisonous/Amanita_velatipes/Amanita_velatipes14.png,train,4515
/content/mushroom_dataset/edible/Phallus_indusiatus/Phallus_indusiatus39.png,train,2107
/content/mushroom_dataset/poisonous/Russula_viscida/Russula_viscida19.png,train,8086
/content/mushroom_dataset/edible/Suillus_tomentosus/Suillus_tomentosus10.png,train,2514
/content/mushroom_dataset/poisonous/Inosperma_erubescens/Inosperma_erubescens15.png,train,6946
/content/mushroom_dataset/poisonous/Clitocybe_rivulosa/Clitocybe_rivulosa12.png,train,5018
/content/mushroom_dataset/poisonous/Amanita_hongoi/Amanita_hongoi17.png,train,3898
/content/mushroom_dataset/edible/Amanita_muscaria/Amanita_muscaria51.png,train,274
/content/mushroom_dataset/edible/Suillus_luteus/Suillus_luteus34.png,train,2504
/content/mushroom_dataset/poisonous/Gyromitra_perlata/Gyromitra_perlata18.png,train,6228
/content/mushroom_dataset/poisonous/Lactarius_chrysorrheus/Lactarius_chrysorrheus10.png,train,6971
/content/mushroom_dataset/edible/Lactarius_deterrimus/Lactarius_deterrimus18.png,train,1622
/content/mushroom_dataset/poisonous/Inocybe_hystrix/Inocybe_hystrix23.png,train,6782
/content/mushroom_dataset/poisonous/Gyromitra_perlata/Gyromitra_perlata16.png,train,6226
/content/mushroom_dataset/poisonous/Panaeolus_cinctulus/Panaeolus_cinctulus42.png,train,7582
/content/mushroom_dataset/edible/Pseudohydnum_gelatinosum/Pseudohydnum_gelatinosum10.png,train,2236
/content/mushroom_dataset/edible/Grifola_frondosa/Grifola_frondosa34.png,train,1308
/content/mushroom_dataset/poisonous/Lactarius_chrysorrheus/Lactarius_chrysorrheus19.png,train,6980
/content/mushroom_dataset/edible/Hypsizygus_tessellatus/Hypsizygus_tessellatus2.png,train,1525
/content/mushroom_dataset/poisonous/Paxillus_involutus/Paxillus_involutus7.png,train,7657
/content/mushroom_dataset/poisonous/Coprinopsis_atramentaria/Coprinopsis_atramentaria37.png,train,5181
/content/mushroom_dataset/poisonous/Chlorophyllum_molybdites/Chlorophyllum_molybdites32.png,train,4847
/content/mushroom_dataset/poisonous/Amanita_frostiana/Amanita_frostiana7.png,train,3755
/content/mushroom_dataset/poisonous/Amanita_phalloides/Amanita_phalloides38.png,train,4180
/content/mushroom_dataset/poisonous/Cortinarius_smithii/Cortinarius_smithii11.png,train,5850
/content/mushroom_dataset/poisonous/Tricholoma_filamentosum/Tricholoma_filamentosum10.png,train,8270
/content/mushroom_dataset/poisonous/Amanita_roseotincta/Amanita_roseotincta7.png,train,4360
/content/mushroom_dataset/poisonous/Cortinarius_callisteus/Cortinarius_callisteus23.png,train,5272
/content/mushroom_dataset/poisonous/Hypholoma_marginatum/Hypholoma_marginatum12.png,train,6578
/content/mushroom_dataset/poisonous/Imperator_torosus/Imperator_torosus6.png,train,6693
/content/mushroom_dataset/poisonous/Amanita_flavoconia/Amanita_flavoconia3.png,train,3700
/content/mushroom_dataset/edible/Cyttaria_espinosae/Cyttaria_espinosae2.png,train,1196
/content/mushroom_dataset/poisonous/Coprinopsis_romagnesiana/Coprinopsis_romagnesiana20.png,train,5200
/content/mushroom_dataset/poisonous/Inocybe_lacera/Inocybe_lacera6.png,train,6823
/content/mushroom_dataset/edible/Amanita_fulva/Amanita_fulva10.png,train,196
/content/mushroom_dataset/poisonous/Hypholoma_fasciculare/Hypholoma_fasciculare19.png,train,6515
/content/mushroom_dataset/poisonous/Podostroma_cornu-damae/Podostroma_cornu-damae30.png,train,7732
/content/mushroom_dataset/poisonous/Amanita_ocreata/Amanita_ocreata19.png,train,4042
/content/mushroom_dataset/edible/Leccinum_versipelle/Leccinum_versipelle26.png,train,1837
/content/mushroom_dataset/poisonous/Gyromitra_perlata/Gyromitra_perlata17.png,train,6227
/content/mushroom_dataset/poisonous/Echinoderma_asperum/Echinoderma_asperum27.png,train,6000
/content/mushroom_dataset/edible/Lactarius_deliciosus/Lactarius_deliciosus15.png,train,1576
/content/mushroom_dataset/poisonous/Amanita_hongoi/Amanita_hongoi7.png,train,3916
/content/mushroom_dataset/edible/Cantharellus_cibarius/Cantharellus_cibarius37.png,train,722
/content/mushroom_dataset/poisonous/Clitocybe_dealbata/Clitocybe_dealbata25.png,train,4937
/content/mushroom_dataset/poisonous/Inocybe_geophylla/Inocybe_geophylla33.png,train,6755
/content/mushroom_dataset/poisonous/Hypholoma_lateritium/Hypholoma_lateritium31.png,train,6563
/content/mushroom_dataset/poisonous/Echinoderma_asperum/Echinoderma_asperum3.png,train,6003
/content/mushroom_dataset/edible/Calbovista_subsculpta/Calbovista_subsculpta15.png,train,534
/content/mushroom_dataset/edible/Boletus_edulis/Boletus_edulis14.png,train,468
/content/mushroom_dataset/edible/Lactarius_volemus/Lactarius_volemus28.png,train,1728
/content/mushroom_dataset/edible/Verpa_bohemica/Verpa_bohemica9.png,train,2856
/content/mushroom_dataset/poisonous/Lactarius_torminosus/Lactarius_torminosus8.png,train,7064
/content/mushroom_dataset/edible/Cortinarius_variicolor/Cortinarius_variicolor9.png,train,1047
/content/mushroom_dataset/poisonous/Marasmius_collinus/Marasmius_collinus8.png,train,7286
/content/mushroom_dataset/poisonous/Ramaria_pallida/Ramaria_pallida27.png,train,7870
/content/mushroom_dataset/poisonous/Omphalotus_illudens/Omphalotus_illudens3.png,train,7416
/content/mushroom_dataset/poisonous/Galerina_marginata/Galerina_marginata11.png,train,6152
/content/mushroom_dataset/edible/Morchella_esculenta/Morchella_esculenta44.png,train,2048
/content/mushroom_dataset/poisonous/Helvella_crispa/Helvella_crispa11.png,train,6348
/content/mushroom_dataset/poisonous/Agaricus_menieri/Agaricus_menieri55.png,train,3046
/content/mushroom_dataset/poisonous/Cortinarius_cinnamomeus/Cortinarius_cinnamomeus15.png,train,5384
/content/mushroom_dataset/edible/Coprinus_comatus/Coprinus_comatus15.png,train,939
/content/mushroom_dataset/poisonous/Lepiota_subincarnata/Lepiota_subincarnata4.png,train,7249
/content/mushroom_dataset/edible/Lepista_saeva/Lepista_saeva2.png,train,1898
/content/mushroom_dataset/poisonous/Cortinarius_limonius/Cortinarius_limonius44.png,train,5535
/content/mushroom_dataset/poisonous/Amanita_pseudorubescens/Amanita_pseudorubescens3.png,train,4298
/content/mushroom_dataset/poisonous/Agaricus_phaeolepidotus/Agaricus_phaeolepidotus19.png,train,3114
/content/mushroom_dataset/edible/Amanita_caesarea/Amanita_caesarea29.png,train,171
/content/mushroom_dataset/poisonous/Amanita_hongoi/Amanita_hongoi14.png,train,3896
/content/mushroom_dataset/edible/Kalaharituber_pfeilii/Kalaharituber_pfeilii28.png,train,1559
/content/mushroom_dataset/edible/Lactarius_deterrimus/Lactarius_deterrimus2.png,train,1624
/content/mushroom_dataset/poisonous/Rubroboletus_lupinus/Rubroboletus_lupinus12.png,train,7921
/content/mushroom_dataset/edible/Clavulinaceae/Clavulinaceae18.png,train,817
/content/mushroom_dataset/poisonous/Omphalotus_japonicus/Omphalotus_japonicus28.png,train,7449
/content/mushroom_dataset/poisonous/Amanita_bisporigera/Amanita_bisporigera50.png,train,3393
/content/mushroom_dataset/poisonous/Amanita_neoovoidea/Amanita_neoovoidea23.png,train,4017
/content/mushroom_dataset/edible/Morchella_esculenta/Morchella_esculenta20.png,train,2026
/content/mushroom_dataset/poisonous/Clitocybe_rivulosa/Clitocybe_rivulosa3.png,train,5037
/content/mushroom_dataset/edible/Auricularia_auricula-judae/Auricularia_auricula-judae28.png,train,416
/content/mushroom_dataset/edible/Verpa_bohemica/Verpa_bohemica4.png,train,2839
/content/mushroom_dataset/edible/Clavulinaceae/Clavulinaceae15.png,train,814
/content/mushroom_dataset/poisonous/Amanita_magnivelaris/Amanita_magnivelaris5.png,train,3970
/content/mushroom_dataset/poisonous/Cortinarius_malicorius/Cortinarius_malicorius4.png,train,5584
/content/mushroom_dataset/edible/Calvatia_gigantea/Calvatia_gigantea41.png,train,638
/content/mushroom_dataset/poisonous/Tricholoma_filamentosum/Tricholoma_filamentosum17.png,train,8276
/content/mushroom_dataset/edible/Coprinus_comatus/Coprinus_comatus23.png,train,947
/content/mushroom_dataset/poisonous/Cortinarius_cruentus/Cortinarius_cruentus41.png,train,5454
/content/mushroom_dataset/poisonous/Inocybe_geophylla/Inocybe_geophylla11.png,train,6731
/content/mushroom_dataset/poisonous/Paxillus_involutus/Paxillus_involutus30.png,train,7647
/content/mushroom_dataset/poisonous/Hypholoma_marginatum/Hypholoma_marginatum0.png,train,6574
/content/mushroom_dataset/poisonous/Echinoderma_asperum/Echinoderma_asperum18.png,train,5990
/content/mushroom_dataset/poisonous/Inocybe_lilacina/Inocybe_lilacina17.png,train,6836
/content/mushroom_dataset/poisonous/Cortinarius_cruentus/Cortinarius_cruentus36.png,train,5448
/content/mushroom_dataset/poisonous/Omphalotus_japonicus/Omphalotus_japonicus7.png,train,7454
/content/mushroom_dataset/poisonous/Amanita_smithiana/Amanita_smithiana6.png,train,4404
/content/mushroom_dataset/poisonous/Cortinarius_cinnamomeus/Cortinarius_cinnamomeus43.png,train,5414
/content/mushroom_dataset/edible/Tuber_mesentericum/Tuber_mesentericum12.png,train,2782
/content/mushroom_dataset/edible/Aleuria_aurantia/Aleuria_aurantia26.png,train,142
/content/mushroom_dataset/edible/Amanita_muscaria/Amanita_muscaria25.png,train,255
/content/mushroom_dataset/poisonous/Amanita_pseudoporphyria/Amanita_pseudoporphyria25.png,train,4229
/content/mushroom_dataset/edible/Agaricus_arvensis/Agaricus_arvensis35.png,train,28
/content/mushroom_dataset/poisonous/Agrocybe_arenicola/Agrocybe_arenicola29.png,train,3225
/content/mushroom_dataset/poisonous/Agaricus_phaeolepidotus/Agaricus_phaeolepidotus6.png,train,3132
/content/mushroom_dataset/edible/Agaricus_bisporus/Agaricus_bisporus15.png,train,41
/content/mushroom_dataset/edible/Calocybe_gambosa/Calocybe_gambosa9.png,train,607
/content/mushroom_dataset/edible/Verpa_bohemica/Verpa_bohemica18.png,train,2818
/content/mushroom_dataset/poisonous/Amanita_phalloides/Amanita_phalloides30.png,train,4174
/content/mushroom_dataset/edible/Morchella_esculenta/Morchella_esculenta23.png,train,2028
/content/mushroom_dataset/poisonous/Amanita_magnivelaris/Amanita_magnivelaris3.png,train,3968
/content/mushroom_dataset/poisonous/Inocybe_rimosa/Inocybe_rimosa24.png,train,6873
/content/mushroom_dataset/poisonous/Chlorophyllum_brunneum/Chlorophyllum_brunneum3.png,train,4813
/content/mushroom_dataset/poisonous/Stropharia_aeruginosa/Stropharia_aeruginosa7.png,train,8202
/content/mushroom_dataset/edible/Tuber_borchii/Tuber_borchii1.png,train,2678
/content/mushroom_dataset/edible/Amanita_rubescens/Amanita_rubescens24.png,train,312
/content/mushroom_dataset/poisonous/Amanita_verna/Amanita_verna3.png,train,4558
/content/mushroom_dataset/poisonous/Amanita_magnivelaris/Amanita_magnivelaris4.png,train,3969
/content/mushroom_dataset/poisonous/Entoloma_sinuatum/Entoloma_sinuatum21.png,train,6130
/content/mushroom_dataset/edible/Cortinarius_caperatus/Cortinarius_caperatus44.png,train,1009
/content/mushroom_dataset/poisonous/Ramaria_formosa/Ramaria_formosa19.png,train,7794
/content/mushroom_dataset/poisonous/Lepiota_brunneoincarnata/Lepiota_brunneoincarnata9.png,train,7093
/content/mushroom_dataset/poisonous/Boletus_pulcherrimus/Boletus_pulcherrimus23.png,train,4745
/content/mushroom_dataset/poisonous/Entoloma_rhodopolium/Entoloma_rhodopolium34.png,train,6108
/content/mushroom_dataset/poisonous/Pholiotina_rugosa/Pholiotina_rugosa13.png,train,7665
/content/mushroom_dataset/poisonous/Amanita_arocheae/Amanita_arocheae15.png,train,3307
/content/mushroom_dataset/edible/Clavariaceae/Clavariaceae27.png,train,796
/content/mushroom_dataset/poisonous/Tricholoma_pardinum/Tricholoma_pardinum15.png,train,8333
/content/mushroom_dataset/poisonous/Helvella_dryophila/Helvella_dryophila4.png,train,6404
/content/mushroom_dataset/poisonous/Clitocybe_cerussata/Clitocybe_cerussata2.png,train,4904
/content/mushroom_dataset/poisonous/Omphalotus_olearius/Omphalotus_olearius26.png,train,7506
/content/mushroom_dataset/edible/Amanita_rubescens/Amanita_rubescens0.png,train,296
/content/mushroom_dataset/poisonous/Clitocybe_rivulosa/Clitocybe_rivulosa14.png,train,5020
/content/mushroom_dataset/poisonous/Omphalotus_olearius/Omphalotus_olearius32.png,train,7513
/content/mushroom_dataset/poisonous/Cortinarius_mirandus/Cortinarius_mirandus29.png,train,5623
/content/mushroom_dataset/poisonous/Helvella_dryophila/Helvella_dryophila24.png,train,6397
/content/mushroom_dataset/poisonous/Amanita_smithiana/Amanita_smithiana4.png,train,4402
/content/mushroom_dataset/edible/Calbovista_subsculpta/Calbovista_subsculpta25.png,train,545
/content/mushroom_dataset/poisonous/Cortinarius_mirandus/Cortinarius_mirandus45.png,train,5637
/content/mushroom_dataset/edible/Coprinopsis_atramentaria/Coprinopsis_atramentaria21.png,train,893
/content/mushroom_dataset/poisonous/Amanita_arocheae/Amanita_arocheae18.png,train,3310
/content/mushroom_dataset/poisonous/Ramaria_formosa/Ramaria_formosa7.png,train,7815
/content/mushroom_dataset/poisonous/Agaricus_hondensis/Agaricus_hondensis50.png,train,2992
/content/mushroom_dataset/edible/Boletus_edulis/Boletus_edulis62.png,train,516
/content/mushroom_dataset/poisonous/Panaeolus_cinctulus/Panaeolus_cinctulus37.png,train,7576
/content/mushroom_dataset/poisonous/Cortinarius_orellanus/Cortinarius_orellanus25.png,train,5658
/content/mushroom_dataset/poisonous/Psilocybe_semilanceata/Psilocybe_semilanceata12.png,train,7743
/content/mushroom_dataset/edible/Amanita_fulva/Amanita_fulva7.png,train,242
/content/mushroom_dataset/poisonous/Agaricus_menieri/Agaricus_menieri13.png,train,3002
/content/mushroom_dataset/poisonous/Amanita_cothurnata/Amanita_cothurnata32.png,train,3552
/content/mushroom_dataset/poisonous/Cortinarius_palustris/Cortinarius_palustris40.png,train,5704
/content/mushroom_dataset/poisonous/Calocera_viscosa/Calocera_viscosa15.png,train,4764
/content/mushroom_dataset/poisonous/Clitocybe_fragrans/Clitocybe_fragrans20.png,train,4964
/content/mushroom_dataset/poisonous/Rubroboletus_legaliae/Rubroboletus_legaliae26.png,train,7904
/content/mushroom_dataset/poisonous/Cortinarius_malicorius/Cortinarius_malicorius3.png,train,5574
/content/mushroom_dataset/edible/Rhizopogon_luteolus/Rhizopogon_luteolus50.png,train,2303
/content/mushroom_dataset/poisonous/Mycena_diosma/Mycena_diosma23.png,train,7302
/content/mushroom_dataset/edible/Clavariaceae/Clavariaceae12.png,train,780
/content/mushroom_dataset/poisonous/Suillus_granulatus/Suillus_granulatus28.png,train,8226
/content/mushroom_dataset/edible/Suillus_bovinus/Suillus_bovinus35.png,train,2421
/content/mushroom_dataset/poisonous/Cudonia_circinans/Cudonia_circinans44.png,train,5966
/content/mushroom_dataset/poisonous/Tricholoma_pardinum/Tricholoma_pardinum2.png,train,8338
/content/mushroom_dataset/edible/Leccinum_scabrum/Leccinum_scabrum9.png,train,1818
/content/mushroom_dataset/edible/Coprinopsis_atramentaria/Coprinopsis_atramentaria27.png,train,899
/content/mushroom_dataset/edible/Hydnum_repandum/Hydnum_repandum46.png,train,1472
/content/mushroom_dataset/edible/Pseudohydnum_gelatinosum/Pseudohydnum_gelatinosum23.png,train,2250
/content/mushroom_dataset/poisonous/Cortinarius_palustris/Cortinarius_palustris21.png,train,5685
/content/mushroom_dataset/poisonous/Ramaria_neoformosa/Ramaria_neoformosa29.png,train,7840
/content/mushroom_dataset/poisonous/Amanita_flavoconia/Amanita_flavoconia31.png,train,3702
/content/mushroom_dataset/edible/Cantharellus_cibarius/Cantharellus_cibarius34.png,train,719
/content/mushroom_dataset/poisonous/Agaricus_menieri/Agaricus_menieri2.png,train,3009
/content/mushroom_dataset/edible/Leccinum_versipelle/Leccinum_versipelle23.png,train,1834
/content/mushroom_dataset/poisonous/Coprinopsis_atramentaria/Coprinopsis_atramentaria18.png,train,5160
/content/mushroom_dataset/poisonous/Amanita_gioiosa/Amanita_gioiosa12.png,train,3809
/content/mushroom_dataset/edible/Leccinum_scabrum/Leccinum_scabrum14.png,train,1795
/content/mushroom_dataset/poisonous/Cortinarius_rubicundulus/Cortinarius_rubicundulus8.png,train,5845
/content/mushroom_dataset/poisonous/Hypholoma_lateritium/Hypholoma_lateritium24.png,train,6555
/content/mushroom_dataset/poisonous/Amanita_breckonii/Amanita_breckonii10.png,train,3427
/content/mushroom_dataset/poisonous/Inocybe_sambucina/Inocybe_sambucina20.png,train,6899
/content/mushroom_dataset/poisonous/Cortinarius_rubicundulus/Cortinarius_rubicundulus3.png,train,5820
/content/mushroom_dataset/poisonous/Inocybe_sublilacina/Inocybe_sublilacina17.png,train,6922
/content/mushroom_dataset/edible/Marasmius_oreades/Marasmius_oreades1.png,train,1978
/content/mushroom_dataset/edible/Phallus_indusiatus/Phallus_indusiatus37.png,train,2105
/content/mushroom_dataset/edible/Cyclocybe_aegerita/Cyclocybe_aegerita25.png,train,1170
/content/mushroom_dataset/poisonous/Ramaria_formosa/Ramaria_formosa25.png,train,7801
/content/mushroom_dataset/poisonous/Galerina_marginata/Galerina_marginata16.png,train,6156
/content/mushroom_dataset/poisonous/Clitocybe_dealbata/Clitocybe_dealbata2.png,train,4931
/content/mushroom_dataset/edible/Laetiporus_sulphureus/Laetiporus_sulphureus11.png,train,1743
/content/mushroom_dataset/poisonous/Omphalotus_nidiformis/Omphalotus_nidiformis15.png,train,7464
/content/mushroom_dataset/poisonous/Inocybe_geophylla/Inocybe_geophylla12.png,train,6732
/content/mushroom_dataset/edible/Coprinopsis_atramentaria/Coprinopsis_atramentaria30.png,train,903
/content/mushroom_dataset/poisonous/Pleurocybella_porrigens/Pleurocybella_porrigens13.png,train,7692
/content/mushroom_dataset/poisonous/Sarcosphaera_coronaria/Sarcosphaera_coronaria1.png,train,8109
/content/mushroom_dataset/edible/Rhizopogon_luteolus/Rhizopogon_luteolus1.png,train,2259
/content/mushroom_dataset/edible/Amanita_muscaria/Amanita_muscaria66.png,train,288
/content/mushroom_dataset/poisonous/Cortinarius_rubicundulus/Cortinarius_rubicundulus11.png,train,5801
/content/mushroom_dataset/poisonous/Amanita_citrina/Amanita_citrina10.png,train,3481
/content/mushroom_dataset/poisonous/Paralepistopsis_amoenolens/Paralepistopsis_amoenolens20.png,train,7604
/content/mushroom_dataset/edible/Auricularia_auricula-judae/Auricularia_auricula-judae17.png,train,404
/content/mushroom_dataset/poisonous/Omphalotus_nidiformis/Omphalotus_nidiformis11.png,train,7460
/content/mushroom_dataset/poisonous/Amanita_albocreata/Amanita_albocreata13.png,train,3267
/content/mushroom_dataset/poisonous/Hypholoma_radicosum/Hypholoma_radicosum24.png,train,6623
/content/mushroom_dataset/poisonous/Amanita_wellsii/Amanita_wellsii30.png,train,4631
/content/mushroom_dataset/poisonous/Helvella_lactea/Helvella_lactea25.png,train,6427
/content/mushroom_dataset/poisonous/Russula_olivacea/Russula_olivacea11.png,train,8030
/content/mushroom_dataset/poisonous/Pleurocybella_porrigens/Pleurocybella_porrigens9.png,train,7713
/content/mushroom_dataset/poisonous/Lactarius_helvus/Lactarius_helvus0.png,train,7003
/content/mushroom_dataset/poisonous/Helvella_lacunosa/Helvella_lacunosa20.png,train,6453
/content/mushroom_dataset/edible/Boletus_edulis/Boletus_edulis64.png,train,518
/content/mushroom_dataset/poisonous/Helvella_vespertina/Helvella_vespertina12.png,train,6476
/content/mushroom_dataset/poisonous/Cortinarius_eartoxicus/Cortinarius_eartoxicus31.png,train,5490
/content/mushroom_dataset/edible/Calbovista_subsculpta/Calbovista_subsculpta19.png,train,538
/content/mushroom_dataset/poisonous/Amanita_nehuta/Amanita_nehuta19.png,train,3985
/content/mushroom_dataset/poisonous/Amanita_cothurnata/Amanita_cothurnata30.png,train,3550
/content/mushroom_dataset/edible/Lactarius_subdulcis/Lactarius_subdulcis20.png,train,1688
/content/mushroom_dataset/poisonous/Cortinarius_eartoxicus/Cortinarius_eartoxicus2.png,train,5479
/content/mushroom_dataset/poisonous/Imperator_torosus/Imperator_torosus23.png,train,6685
/content/mushroom_dataset/edible/Morchella_esculenta/Morchella_esculenta62.png,train,2064
/content/mushroom_dataset/edible/Flammulina_velutipes/Flammulina_velutipes19.png,train,1256
/content/mushroom_dataset/edible/Boletus_edulis/Boletus_edulis68.png,train,522
/content/mushroom_dataset/poisonous/Turbinellus_kauffmanii/Turbinellus_kauffmanii30.png,train,8461
/content/mushroom_dataset/poisonous/Amanita_wellsii/Amanita_wellsii14.png,train,4613
/content/mushroom_dataset/poisonous/Rubroboletus_lupinus/Rubroboletus_lupinus2.png,train,7929
/content/mushroom_dataset/poisonous/Lepiota_brunneolilacea/Lepiota_brunneolilacea28.png,train,7115
/content/mushroom_dataset/poisonous/Lactarius_helvus/Lactarius_helvus1.png,train,7004
/content/mushroom_dataset/edible/Suillus_luteus/Suillus_luteus35.png,train,2505
/content/mushroom_dataset/edible/Agaricus_bisporus/Agaricus_bisporus67.png,train,87
/content/mushroom_dataset/poisonous/Chlorophyllum_brunneum/Chlorophyllum_brunneum27.png,train,4810
/content/mushroom_dataset/poisonous/Clitocybe_nebularis/Clitocybe_nebularis9.png,train,5013
/content/mushroom_dataset/edible/Calocybe_gambosa/Calocybe_gambosa19.png,train,592
/content/mushroom_dataset/poisonous/Choiromyces_venosus/Choiromyces_venosus18.png,train,4870
/content/mushroom_dataset/edible/Lactarius_volemus/Lactarius_volemus1.png,train,1709
